semantic_risk,velocity_1h,proxy_score,amount_deviation,is_fraud
0.5060306745483945,42.0,0.0,2.278807360430986,0.0
0.5650916317844883,35.0,0.0,1.5207674315985522,0.0
0.5119159596920518,34.0,1.0,1.7358267086250714,1.0
0.972186372136213,24.0,0.0,1.2114691126266517,0.0
0.6149031419691238,31.0,0.0,0.48151398996323647,0.0
0.568283497894576,42.0,0.0,0.5416767888845,0.0
0.286786722869132,20.0,0.0,1.541082562567841,0.0
0.5545114532488966,3.0,0.0,2.592816670221133,0.0
0.4675235255509025,32.0,0.0,0.698796934295508,0.0
0.6100580080194371,37.0,0.0,2.5368937762743737,1.0
0.9304424976796661,33.0,0.0,2.9713021131520927,1.0
0.2458853836404331,26.0,0.0,2.9877411130138363,0.0
0.309438338643525,4.0,1.0,0.17168208698221266,0.0
0.3910796510388972,17.0,0.0,1.7773267001714086,0.0
0.2702717323993099,14.0,0.5,1.6030324595776917,0.0
0.3500149494286139,28.0,0.0,1.6356471826987224,0.0
0.9362296910896857,29.0,0.0,0.019095288063459948,0.0
0.37788421583673415,3.0,1.0,0.18453728242204526,0.0
0.7746492087999101,33.0,0.0,1.8556807402410969,0.0
0.04056724038965409,36.0,0.0,2.5138914726299797,0.0
0.2986555958845607,24.0,0.0,0.6609923923076501,0.0
0.7025911466579821,7.0,0.0,0.011694438289557185,0.0
0.4522526208522226,16.0,1.0,1.9728010821092954,1.0
0.88985789050252,35.0,1.0,2.7266305138840843,1.0
0.4351000315660616,47.0,0.0,0.04348733327484411,0.0
0.6235597956220386,13.0,0.0,0.11743973707558375,0.0
0.5853797155039041,42.0,0.0,2.308351120423645,0.0
0.5991317442588596,30.0,0.0,1.755447593016619,0.0
0.6556856551428398,39.0,0.0,2.2608938215636885,0.0
0.5112819814048679,30.0,0.0,1.2536117805374147,0.0
0.19367975366988488,38.0,0.0,0.6985383008446595,0.0
0.06896738221113807,15.0,1.0,2.638970456903987,0.0
0.2520456919515557,21.0,0.0,1.2766791440588932,0.0
0.09519283736087902,7.0,1.0,1.950402481660937,0.0
0.11312936661616868,30.0,0.5,0.8085884387405627,0.0
0.28058583295971506,8.0,0.0,0.49573326706601295,0.0
0.5925163520879969,37.0,0.0,2.429191047562471,0.0
0.3432225269340432,21.0,0.0,2.580890298891441,0.0
0.7778492320017841,8.0,0.0,2.1309488619740997,1.0
0.965385462498534,14.0,0.0,0.6717203661302729,0.0
0.33184001123728313,21.0,0.0,0.2589468729220862,0.0
0.23628413094208367,7.0,1.0,2.93905186237419,0.0
0.6878313065252608,21.0,0.0,0.3514657837284335,0.0
0.5726658253248113,8.0,1.0,0.5728965358228507,0.0
0.769557155982242,13.0,1.0,2.9478117881240156,1.0
0.616915738513074,34.0,0.0,2.9700553801047587,0.0
0.27951847773741967,2.0,1.0,2.50266544444973,1.0
0.9111063170465727,34.0,0.0,1.6745014210231681,1.0
0.572936461192182,38.0,0.5,0.7439458685659704,1.0
0.7183105259381227,45.0,0.0,2.038586381424623,1.0
0.6723746824624819,22.0,0.5,2.070329520677827,1.0
0.7697941477979251,43.0,0.0,0.39351791891055865,0.0
0.7524058949990009,19.0,0.5,0.2481624379139511,0.0
0.4103038909785255,44.0,0.0,2.31425571323913,0.0
0.0379259883516464,9.0,1.0,2.108259821384713,0.0
0.48497501126162623,10.0,0.0,0.6072009129230109,0.0
0.8953483848616608,41.0,0.0,0.37503602504605227,0.0
0.14455095266816176,26.0,1.0,0.22560760234756394,0.0
0.7820124014135511,45.0,0.0,0.2116284444651616,0.0
0.6553658825255465,48.0,0.0,1.95025192152818,0.0
0.7056832378863063,23.0,0.0,0.8864702455571993,0.0
0.2181047310295332,17.0,0.0,1.0067717457840577,0.0
0.07533034772901348,19.0,0.0,1.1410793081844037,0.0
0.2677821401412962,14.0,0.0,1.0230388533768573,0.0
0.6232331104776286,10.0,1.0,0.4501234805186811,1.0
0.388581646783263,46.0,0.0,1.6272076365495514,0.0
0.2547967117819093,10.0,0.0,1.7588897424133627,0.0
0.3970605105556654,35.0,0.0,1.3373970986794101,0.0
0.7278904223309104,15.0,0.0,1.7050300142317687,0.0
0.255517261903524,24.0,0.0,0.8579690156083767,0.0
0.5447173307204687,12.0,1.0,1.4957320837166186,1.0
0.40638788836418305,10.0,1.0,2.919594625697003,1.0
0.9930701065427953,19.0,0.0,2.095153430947863,1.0
0.8538576497229996,19.0,0.0,2.001702905517271,0.0
0.7225077158081812,3.0,0.0,1.3833741759257796,0.0
0.5506226863759375,41.0,1.0,0.7246052236774551,1.0
0.39826362582328645,40.0,0.0,2.7879418249344217,0.0
0.6778010396547015,33.0,0.5,2.6614858110706856,1.0
0.8421690595222179,1.0,0.0,2.054832763143496,0.0
0.1399914630029503,10.0,0.0,2.3469501764425305,0.0
0.039896769882456606,8.0,0.0,1.802325061696698,0.0
0.4596182148442469,38.0,0.0,2.682540507917526,0.0
0.26970914821436553,41.0,0.0,1.146052682383015,0.0
0.8851576339991857,18.0,0.0,0.09000069835998292,0.0
0.26383300833681367,5.0,0.0,2.2049497827937907,0.0
0.9130974431222416,2.0,0.0,0.15727452686503496,0.0
0.5010483199605881,16.0,0.0,2.6088089335640583,0.0
0.835001706484917,36.0,1.0,1.641063598663584,1.0
0.45314246027020755,46.0,0.0,0.9134071373055399,0.0
0.7161493174372016,47.0,0.5,0.17293258394165612,0.0
0.9779592598901333,14.0,0.5,2.780994378208735,1.0
0.16607576486482445,7.0,0.0,2.6913675084052353,0.0
0.25800799479137426,40.0,0.0,1.503581144940131,0.0
0.5156204575691238,22.0,1.0,1.614983663369376,1.0
0.3785147445022974,46.0,0.5,0.834109304919888,0.0
0.8015306799716951,8.0,1.0,1.4850399229278581,1.0
0.9234364698862059,1.0,0.0,2.444843822861869,1.0
0.5726265986102308,17.0,0.5,1.6830598457233736,1.0
0.13270760593961095,37.0,0.5,1.791711296709758,0.0
0.37653752831148846,6.0,0.0,1.252853643145503,0.0
0.305454524835045,41.0,0.0,0.7153598177433718,0.0
0.6449549190323227,34.0,0.0,0.37921118234027396,0.0
0.25399413728552356,31.0,0.0,1.537705631947711,0.0
0.0850340275858058,42.0,1.0,2.3231681028645794,0.0
0.510505932187789,14.0,0.0,0.4794715317657672,0.0
0.27986044747799044,47.0,1.0,2.6366786694426128,0.0
0.49728791297880715,39.0,0.0,2.2951527693409624,0.0
0.34580203274705745,10.0,0.0,0.09960713170372859,0.0
0.7651163375340588,10.0,0.0,1.2306310028574146,0.0
0.25847743393279465,11.0,0.0,2.4599404727672587,0.0
0.7308189824693944,34.0,0.0,1.2231379773681645,0.0
0.11497956200622417,15.0,0.0,2.976167170588432,0.0
0.7804585678233183,8.0,0.0,2.6048633991810104,1.0
0.9972126778857071,49.0,0.0,0.19962736450386587,0.0
0.28149606318500486,43.0,1.0,0.9201428572756439,0.0
0.9996873091039064,3.0,0.5,2.2154671638611596,1.0
0.621936396634839,44.0,1.0,2.2256703919806498,1.0
0.5701960330504215,35.0,0.0,2.542647939552203,0.0
0.2556185883869171,47.0,0.0,2.6004850578451,0.0
0.6701675982756701,3.0,0.0,2.7274554959596404,0.0
0.44655077989242775,44.0,0.0,2.5351029148575495,0.0
0.5934542067326558,34.0,0.0,0.6152498252907977,0.0
0.47946341389517244,1.0,0.0,1.7538614486708428,0.0
0.7821183887916151,20.0,0.5,1.0182044164778787,1.0
0.5270179869329144,49.0,0.0,0.350397293610782,0.0
0.3332331137544705,16.0,0.5,0.5596849113501644,0.0
0.318391513260019,30.0,1.0,1.3940558866367934,0.0
0.560460946879612,11.0,0.0,0.7320752918655589,0.0
0.9671825937679202,42.0,0.0,2.4735080598440966,1.0
0.10151732867398466,33.0,1.0,0.7989467041955503,0.0
0.020977375568056345,3.0,0.0,0.48112565239906124,0.0
0.4499665494848675,9.0,0.0,1.0668836118722385,0.0
0.18079754096026257,37.0,0.0,1.896113546176835,0.0
0.9076057272560543,47.0,1.0,2.3046710359301885,1.0
0.5679764400874776,29.0,0.0,1.9299254887727768,0.0
0.8196724298136071,11.0,1.0,1.4367199263382917,1.0
0.8175006613896304,34.0,0.0,0.013201310970666236,0.0
0.011399746550845191,27.0,0.0,2.822085542007468,0.0
0.8800252230381002,18.0,0.0,0.149044450641715,0.0
0.42547821474424097,19.0,0.0,1.970023041691224,0.0
0.22650016876594226,6.0,0.5,2.6858705307131716,0.0
0.8678971781091801,47.0,1.0,0.8397597997393831,1.0
0.8339179995005319,9.0,0.0,1.8342035560565093,0.0
0.8724107370949503,42.0,0.0,1.7336996767923336,1.0
0.8857185044002988,42.0,0.0,1.604119365597258,1.0
0.9583588799534172,45.0,0.0,1.752615666123723,1.0
0.25546120158090013,1.0,0.0,2.773229074729893,0.0
0.2422524918383453,44.0,0.0,1.1497180331882193,0.0
0.057111833452570204,17.0,1.0,2.844585072909062,0.0
0.7497596009776587,27.0,0.0,1.2958977105450462,0.0
0.3743995280850999,45.0,0.0,2.4419876572055106,0.0
0.669934916567769,12.0,1.0,2.1699683623876647,1.0
0.8022915713500062,14.0,0.0,0.6876699863640406,0.0
0.25556526376954936,39.0,1.0,0.2638622960986685,0.0
0.992966833040871,21.0,0.0,2.9338988519076623,1.0
0.598389108009335,44.0,0.0,0.5279434564356408,0.0
0.8909639211991147,38.0,0.0,1.8170172095434427,1.0
0.5148110576330966,30.0,0.0,1.2417576663942511,0.0
0.9108838472538534,9.0,0.5,1.3317435848323464,1.0
0.4881075522536844,8.0,0.0,1.7908353822299845,0.0
0.8095301929565151,5.0,0.0,0.9190782242646705,0.0
0.3773645772718561,19.0,1.0,1.9401686040673898,1.0
0.00033651938897161227,36.0,1.0,0.60190339172402,0.0
0.7252054573738022,26.0,0.0,1.079119585214824,0.0
0.11446622471721013,9.0,0.0,0.826316258182285,0.0
0.9450992050652075,36.0,0.0,1.0803629646341566,1.0
0.5661892533451218,16.0,0.0,0.2782802417586999,0.0
0.3607724622319942,39.0,0.0,2.083842201338119,0.0
0.7712498287626106,23.0,0.5,1.453400332294959,1.0
0.952120419353684,37.0,0.0,0.19117743931553466,0.0
0.4070473324375341,8.0,0.0,1.5729881832243078,0.0
0.7002030329121175,31.0,0.0,2.138839498637574,0.0
0.4258687855567119,33.0,1.0,1.239439248495691,1.0
0.12260439424985636,26.0,0.0,0.6667455029806086,0.0
0.16945969697523344,19.0,0.0,1.3523580234508683,0.0
0.8514618155179782,22.0,0.0,0.23831789100398604,0.0
0.4575930749225814,45.0,0.0,2.6651152091706023,0.0
0.349294354066336,11.0,1.0,0.20556111621751583,0.0
0.3228835964520521,2.0,0.0,1.033598127435924,0.0
0.34730145596008,25.0,0.0,0.9756156226280397,0.0
0.2937017283566563,36.0,0.5,2.506576810271799,0.0
0.790903145171147,30.0,0.0,0.1158279661101359,0.0
0.7038844313096312,44.0,0.0,2.1018039875266776,1.0
0.595952815846206,48.0,0.0,0.7537003804453462,0.0
0.7927004931850444,49.0,0.0,0.3884479774795474,0.0
0.11152263124555772,33.0,0.0,1.7756393882943802,0.0
0.8380503250556172,45.0,0.5,2.0942941600335883,1.0
0.24320979906228746,14.0,0.5,2.0272777977057683,0.0
